Местное время,meteostation,T,Po,Ff,W1,Тип выезда
2013-01-01,Березники,-18.7625,745.675,0.75,0,Пожар 
2013-01-01,Верещагино,-17.9,740.225,0.25,Снег или дождь со снегом.,Пожар 
2013-01-01,Добрянка,-18.3625,747.5625,0.75,Снег или дождь со снегом.,Пожар 
2013-01-01,Кудымкар,-18.1375,744.6,0.25,Снег или дождь со снегом.,Пожар 
2013-01-01,Кунгур,-20.8,746.4,0.0,Снег или дождь со снегом.,Пожар 
2013-01-01,Лысьва,-18.15,740.4625,0.625,Снег или дождь со снегом.,Пожар 
2013-01-01,Пермь,-18.625,745.7125,0.75,Снег или дождь со снегом.,Пожар 
2013-01-01,Чердынь,-18.025,742.85,0.5,0,Пожар 
2013-01-02,Березники,-23.7125,750.7125,0.75,Снег или дождь со снегом.,Пожар 
2013-01-02,Бисер,-25.3875,722.1875,0.875,0,Пожар 
2013-01-02,Добрянка,-26.75,752.6875,0.125,0,Пожар 
2013-01-02,Лысьва,-24.4625,748.3375,0.0,0,Пожар 
2013-01-02,Пермь,-24.85,750.9,0.125,Снег или дождь со снегом.,Пожар 
2013-01-02,Чермоз,-29.9,755.7,0.0,0,Пожар 
2013-01-02,Чернушка,-22.15,753.175,1.0,Снег или дождь со снегом.,Пожар 
2013-01-03,Бисер,-22.1,721.8,1.125,0,Пожар 
2013-01-03,Лысьва,-20.3625,744.9,2.125,0,Пожар 
2013-01-03,Пермь,-22.3375,749.7125,2.0,Снег или дождь со снегом.,Пожар 
2013-01-04,Березники,-11.9,742.9571428571428,4.142857142857143,Снег или дождь со снегом.,Пожар 
2013-01-04,Кунгур,-13.0,748.3,2.0,0,Пожар 
2013-01-04,Оса,-10.385714285714286,750.8571428571429,5.571428571428571,Снег или дождь со снегом.,Пожар 
2013-01-04,Пермь,-11.3125,743.7625,3.75,Снег или дождь со снегом.,Пожар 
2013-01-05,Кунгур,-6.3,742.7,3.0,Снег или дождь со снегом.,Пожар 
2013-01-05,Оса,-5.8,747.4125,3.625,Снег или дождь со снегом.,Пожар 
2013-01-05,Пермь,-6.9,740.3125,3.0,Снег или дождь со снегом.,Пожар 
2013-01-06,Березники,-9.185714285714283,745.3142857142857,2.7142857142857144,Снег или дождь со снегом.,Пожар 
2013-01-06,Верещагино,-6.7875,740.1,0.875,Снег или дождь со снегом.,Пожар 
2013-01-06,Пермь,-6.275,746.0875,1.75,Снег или дождь со снегом.,Пожар 
2013-01-06,Чермоз,-7.8,748.8,4.0,Снег или дождь со снегом.,Пожар 
2013-01-07,Березники,-7.685714285714285,750.1,1.2857142857142858,Снег или дождь со снегом.,Пожар 
2013-01-07,Верещагино,-6.9125,744.8875,0.375,Снег или дождь со снегом.,Пожар 
2013-01-07,Кунгур,-6.5,752.4,0.0,0,Пожар 
2013-01-07,Пермь,-6.425,750.5,1.25,Снег или дождь со снегом.,Пожар 
2013-01-08,Березники,-10.6,748.8375,0.875,Снег или дождь со снегом.,Пожар 
2013-01-08,Пермь,-8.6875,749.6875,0.875,Снег или дождь со снегом.,Пожар 
2013-01-09,Кудымкар,-18.45,745.2625,0.25,Снег или дождь со снегом.,Пожар 
2013-01-09,Кунгур,-18.6,749.2,0.0,Ливень (ливни).,Пожар 
2013-01-09,Лысьва,-13.8,741.1625,0.875,Снег или дождь со снегом.,Пожар 
2013-01-09,Пермь,-13.9875,746.1875,0.5,Снег или дождь со снегом.,Пожар 
2013-01-10,Кудымкар,-20.075,744.7125,0.0,Снег или дождь со снегом.,Пожар 
2013-01-10,Кунгур,-19.7,746.9,0.0,Снег или дождь со снегом.,Пожар 
2013-01-10,Пермь,-20.05,745.5375,0.5,Снег или дождь со снегом.,Пожар 
2013-01-11,Березники,-19.3125,746.2875,1.125,Снег или дождь со снегом.,Пожар 
2013-01-11,Кудымкар,-22.2125,745.9,0.25,Снег или дождь со снегом.,Пожар 
2013-01-11,Пермь,-22.2875,746.7,0.375,Снег или дождь со снегом.,Пожар 
2013-01-12,Кунгур,-24.7,748.6,0.0,Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.,Пожар 
2013-01-12,Лысьва,-18.775,737.9625,2.25,Снег или дождь со снегом.,Пожар 
2013-01-12,Оса,-22.214285714285715,753.0,1.0,Снег или дождь со снегом.,Пожар 
2013-01-12,Пермь,-18.85,743.8625,1.125,Снег или дождь со снегом.,Пожар 
2013-01-12,Чернушка,-26.1875,749.0625,2.0,Снег или дождь со снегом.,Пожар 
2013-01-13,Березники,-13.9125,733.1625,4.0,Снег или дождь со снегом.,Пожар 
2013-01-13,Верещагино,-15.875,730.7375,3.5,Снег или дождь со снегом.,Пожар 
2013-01-13,Добрянка,-15.425,737.075,2.5,Снег или дождь со снегом.,Пожар 
2013-01-13,Кунгур,-18.8,739.4,5.0,Снег или дождь со снегом.,Пожар 
2013-01-13,Чердынь,-12.475,728.9125,2.75,Снег или дождь со снегом.,Пожар 
2013-01-14,Кунгур,-15.8,738.1,2.0,Снег или дождь со снегом.,Пожар 
2013-01-14,Пермь,-12.3375,734.375,2.25,Снег или дождь со снегом.,Пожар 
2013-01-15,Березники,-14.2125,732.725,3.875,Снег или дождь со снегом.,Пожар 
2013-01-15,Кудымкар,-14.025,733.825,4.375,Снег или дождь со снегом.,Пожар 
2013-01-15,Кунгур,-9.5,732.5,5.0,Снег или дождь со снегом.,Пожар 
2013-01-15,Лысьва,-13.05,727.925,2.875,Снег или дождь со снегом.,Пожар 
2013-01-15,Оханск,-12.175,736.0875,4.375,Снег или дождь со снегом.,Пожар 
2013-01-15,Пермь,-12.2875,734.5125,3.5,Снег или дождь со снегом.,Пожар 
2013-01-16,Березники,-24.1875,742.8,2.625,Снег или дождь со снегом.,Пожар 
2013-01-16,Верещагино,-20.15,739.5,2.375,Снег или дождь со снегом.,Пожар 
2013-01-16,Кудымкар,-22.6625,743.4,3.625,Снег или дождь со снегом.,Пожар 
2013-01-16,Лысьва,-21.7875,737.8875,2.625,Снег или дождь со снегом.,Пожар 
2013-01-16,Ножовка,-19.45,749.85,1.25,Снег или дождь со снегом.,Пожар 
2013-01-16,Пермь,-20.0375,744.3625,2.5,Ливень (ливни).,Пожар 
2013-01-17,Березники,-25.8,750.5,1.75,Снег или дождь со снегом.,Пожар 
2013-01-17,Верещагино,-25.0,747.775,1.125,0,Пожар 
2013-01-17,Добрянка,-26.1875,754.1125,1.875,Ливень (ливни).,Пожар 
2013-01-17,Оса,-33.6875,762.0625,0.125,Снег или дождь со снегом.,Пожар 
2013-01-17,Пермь,-24.325,753.0375,1.75,Снег или дождь со снегом.,Пожар 
2013-01-18,Березники,-16.525,747.2875,4.125,Снег или дождь со снегом.,Пожар 
2013-01-18,Кудымкар,-18.1625,748.3,4.25,Песчаная или пыльная буря или снежная низовая метель.,Пожар 
2013-01-18,Ножовка,-27.9625,757.3375,0.125,0,Пожар 
2013-01-18,Оса,-33.0,760.775,0.125,Снег или дождь со снегом.,Пожар 
2013-01-18,Пермь,-20.575,751.55,2.25,Снег или дождь со снегом.,Пожар 
2013-01-18,Чермоз,-20.8,755.2,2.0,Песчаная или пыльная буря или снежная низовая метель.,Пожар 
2013-01-18,Чернушка,-32.8125,756.325,0.625,Облака покрывали половину неба или менее в течение всего соответствующего периода.,Пожар 
2013-01-19,Верещагино,-21.075,739.2375,1.125,Снег или дождь со снегом.,Пожар 
2013-01-19,Лысьва,-17.1875,740.525,1.625,Снег или дождь со снегом.,Пожар 
2013-01-19,Ножовка,-17.6875,748.65,1.0,Снег или дождь со снегом.,Пожар 
2013-01-19,Оса,-21.0875,752.3625,0.75,Снег или дождь со снегом.,Пожар 
2013-01-19,Пермь,-19.1,745.275,0.875,Снег или дождь со снегом.,Пожар 
2013-01-20,Березники,-17.0,739.4875,1.5,Снег или дождь со снегом.,Пожар 
2013-01-20,Верещагино,-16.0875,734.8,0.75,Снег или дождь со снегом.,Пожар 
2013-01-20,Коса,-15.65,739.0,1.875,Снег или дождь со снегом.,Пожар 
2013-01-20,Кунгур,-16.1,742.4,0.0,Снег или дождь со снегом.,Пожар 
2013-01-20,Оса,-14.15,747.8125,0.625,Снег или дождь со снегом.,Пожар 
2013-01-20,Пермь,-11.725,740.4125,1.25,Снег или дождь со снегом.,Пожар 
2013-01-21,Березники,-14.9625,737.6625,1.5,Снег или дождь со снегом.,Пожар 
2013-01-21,Губаха,-14.55,727.7125,0.0,Снег или дождь со снегом.,Пожар 
2013-01-21,Пермь,-8.737499999999999,737.9375,0.625,Снег или дождь со снегом.,Пожар 
2013-01-22,Березники,-10.2875,727.6375,2.75,Снег или дождь со снегом.,Пожар 
2013-01-22,Губаха,-7.487500000000001,717.3625,1.375,Снег или дождь со снегом.,Пожар 
2013-01-22,Добрянка,-7.9625,729.325,1.75,Снег или дождь со снегом.,Пожар 
2013-01-23,Пермь,-15.65,733.5,2.875,Снег или дождь со снегом.,Пожар 
2013-01-23,Чермоз,-22.2,736.6,1.0,Снег или дождь со снегом.,Пожар 
2013-01-24,Березники,-13.7625,734.925,3.875,Снег или дождь со снегом.,Пожар 
2013-01-24,Кунгур,-13.2,738.8,5.0,Снег или дождь со снегом.,Пожар 
2013-01-24,Пермь,-13.4625,737.425,3.125,Снег или дождь со снегом.,Пожар 
2013-01-25,Березники,-17.0875,738.1625,2.125,Снег или дождь со снегом.,Пожар 
2013-01-25,Пермь,-16.1875,739.0875,0.875,Снег или дождь со снегом.,Пожар 
2013-01-25,Чермоз,-16.3,744.2,2.0,Снег или дождь со снегом.,Пожар 
2013-01-26,Березники,-20.3625,741.075,1.875,Снег или дождь со снегом.,Пожар 
2013-01-26,Кудымкар,-20.7375,740.9625,2.125,Снег или дождь со снегом.,Пожар 
2013-01-26,Кунгур,-26.1,743.2,0.0,Снег или дождь со снегом.,Пожар 
2013-01-27,Березники,-23.6375,748.925,2.125,Снег или дождь со снегом.,Пожар 
2013-01-27,Ножовка,-18.0,755.05,1.625,Снег или дождь со снегом.,Пожар 
2013-01-27,Оса,-18.2375,758.4625,1.5,Снег или дождь со снегом.,Пожар 
2013-01-27,Пермь,-20.0625,750.3375,1.75,Снег или дождь со снегом.,Пожар 
2013-01-27,Чермоз,-30.0,754.6,1.0,0,Пожар 
2013-01-28,Березники,-15.7625,749.3125,3.75,Снег или дождь со снегом.,Пожар 
2013-01-28,Добрянка,-14.425,752.95,2.875,Снег или дождь со снегом.,Пожар 
2013-01-28,Коса,-14.575,746.8,3.5,Снег или дождь со снегом.,Пожар 
2013-01-28,Лысьва,-15.725,746.6875,3.125,Снег или дождь со снегом.,Пожар 
2013-01-28,Пермь,-14.7125,752.025,2.625,Снег или дождь со снегом.,Пожар 
2013-01-29,Березники,-9.75,747.0375,3.875,Снег или дождь со снегом.,Пожар 
2013-01-29,Губаха,-11.25,738.0875,1.75,Снег или дождь со снегом.,Пожар 
2013-01-29,Кунгур,-14.5,754.0,4.0,Песчаная или пыльная буря или снежная низовая метель.,Пожар 
2013-01-29,Пермь,-10.5875,750.6125,4.0,Снег или дождь со снегом.,Пожар 
2013-01-29,Чернушка,-14.7,756.725,3.875,Снег или дождь со снегом.,Пожар 
2013-01-30,Лысьва,-8.925,746.225,3.625,Снег или дождь со снегом.,Пожар 
2013-01-30,Оса,-9.5,759.8875,2.125,0,Пожар 
2013-01-30,Пермь,-7.75,751.275,2.625,Снег или дождь со снегом.,Пожар 
2013-01-31,Березники,-9.4125,749.0625,3.375,Ливень (ливни).,Пожар 
2013-01-31,Пермь,-10.9125,750.7625,1.875,0,Пожар 
2013-02-01,Березники,-9.95,746.375,1.625,0,Пожар 
2013-02-01,Верещагино,-11.7125,738.8625,2.25,0,Пожар 
2013-02-01,Лысьва,-13.2875,741.375,0.5,0,Пожар 
2013-02-01,Пермь,-9.9125,745.6875,1.625,0,Пожар 
2013-02-02,Березники,-8.814285714285715,745.1,1.5714285714285714,0,Пожар 
2013-02-02,Кунгур,-13.4,746.1,1.0,0,Пожар 
2013-02-02,Лысьва,-10.114285714285714,740.0,1.4285714285714286,0,Пожар 
2013-02-02,Оса,-7.6571428571428575,750.7285714285715,1.7142857142857142,Снег или дождь со снегом.,Пожар 
2013-02-02,Пермь,-9.025,744.7875,1.875,0,Пожар 
2013-02-02,Чернушка,-7.0625,745.7625,2.0,Снег или дождь со снегом.,Пожар 
2013-02-03,Лысьва,-11.675,744.95,1.25,Снег или дождь со снегом.,Пожар 
2013-02-03,Пермь,-9.8125,749.575,1.5,Снег или дождь со снегом.,Пожар 
2013-02-03,Чердынь,-14.275,746.0375,2.375,0,Пожар 
2013-02-04,Березники,-7.883333333333333,750.1333333333333,3.6666666666666665,Снег или дождь со снегом.,Пожар 
2013-02-04,Верещагино,-5.8625,744.425,2.375,Снег или дождь со снегом.,Пожар 
2013-02-04,Пермь,-6.1,751.025,3.125,Снег или дождь со снегом.,Пожар 
2013-02-05,Бисер,-5.3875,718.9875,3.7142857142857135,Снег или дождь со снегом.,Пожар 
2013-02-05,Кунгур,-1.5,746.0,5.0,Ливень (ливни).,Пожар 
2013-02-05,Пермь,-1.9625,742.8125,5.375,Снег или дождь со снегом.,Пожар 
2013-02-06,Верещагино,-4.6875,739.4875,1.5,Снег или дождь со снегом.,Пожар 
2013-02-06,Лысьва,-3.6375,740.8375,2.625,Снег или дождь со снегом.,Пожар 
2013-02-06,Ножовка,-3.4375,749.75,2.75,Снег или дождь со снегом.,Пожар 
2013-02-06,Оса,-3.5625,753.0125,2.625,Снег или дождь со снегом.,Пожар 
2013-02-06,Пермь,-3.8375,745.55,3.125,Снег или дождь со снегом.,Пожар 
2013-02-07,Лысьва,-4.7875,750.3375,2.625,Снег или дождь со снегом.,Пожар 
2013-02-07,Оса,-2.9875,763.25,2.125,Снег или дождь со снегом.,Пожар 
2013-02-07,Пермь,-2.575,755.2875,2.75,Снег или дождь со снегом.,Пожар 
2013-02-08,Ножовка,-6.6625,765.525,1.25,0,Пожар 
2013-02-08,Пермь,-4.9875,760.9125,2.375,0,Пожар 
2013-02-09,Верещагино,-6.425,755.6875,3.125,0,Пожар 
2013-02-09,Пермь,-4.7125,761.725,2.875,0,Пожар 
2013-02-10,Березники,-4.4125,757.3625,4.125,Песчаная или пыльная буря или снежная низовая метель.,Пожар 
2013-02-10,Добрянка,-5.1875,760.9625,2.875,0,Пожар 
2013-02-10,Оханск,-8.0625,761.175,3.375,0,Пожар 
2013-02-10,Пермь,-5.0375,760.0625,2.5,0,Пожар 
2013-02-11,Березники,-5.475,757.5375,3.375,Снег или дождь со снегом.,Пожар 
2013-02-11,Кудымкар,-4.55,756.25,2.25,Снег или дождь со снегом.,Пожар 
2013-02-11,Кунгур,-6.7,761.8,5.0,0,Пожар 
2013-02-11,Лысьва,-6.725,754.3625,2.875,Снег или дождь со снегом.,Пожар 
2013-02-11,Пермь,-5.325,759.275,2.375,Снег или дождь со снегом.,Пожар 
2013-02-12,Пермь,-7.1125,759.075,2.125,0,Пожар 
2013-02-13,Лысьва,-5.425,754.0,1.625,Снег или дождь со снегом.,Пожар 
2013-02-14,Березники,-7.0375,762.225,2.25,Ливень (ливни).,Пожар 
2013-02-14,Кудымкар,-6.125,762.0875,2.75,Облака покрывали более половины неба в течение всего соответствующего периода.,Пожар 
2013-02-14,Лысьва,-6.2,756.8625,2.375,Снег или дождь со снегом.,Пожар 
2013-02-14,Пермь,-5.6125,762.825,2.125,Снег или дождь со снегом.,Пожар 
2013-02-14,Чернушка,-5.9625,765.1125,1.625,0,Пожар 
2013-02-15,Бисер,-11.725,732.3625,2.75,0,Пожар 
2013-02-15,Лысьва,-10.15,756.0,1.5,Снег или дождь со снегом.,Пожар 
2013-02-15,Пермь,-9.15,761.5125,1.0,Снег или дождь со снегом.,Пожар 
2013-02-16,Верещагино,-9.275,752.925,0.625,Снег или дождь со снегом.,Пожар 
2013-02-16,Лысьва,-10.625,753.35,1.25,Снег или дождь со снегом.,Пожар 
2013-02-16,Чердынь,-11.3,754.45,1.375,Ливень (ливни).,Пожар 
2013-02-16,Чернушка,-12.675,761.6375,0.625,Снег или дождь со снегом.,Пожар 
2013-02-17,Кунгур,-19.9,758.9,0.0,0,Пожар 
2013-02-17,Пермь,-9.625,755.3875,1.25,Облака покрывали более половины неба в течение всего соответствующего периода.,Пожар 
2013-02-17,Чернушка,-17.225,758.2375,1.25,Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.,Пожар 
2013-02-18,Березники,-7.525,751.35,1.375,0,Пожар 
2013-02-18,Добрянка,-8.9625,753.7375,1.375,0,Пожар 
2013-02-18,Пермь,-8.4625,752.3375,0.625,Облака покрывали более половины неба в течение всего соответствующего периода.,Пожар 
2013-02-18,Чернушка,-15.3875,754.725,1.125,0,Пожар 
2013-02-19,Кудымкар,-13.3875,747.9875,0.5,0,Пожар 
2013-02-20,Березники,-10.425,747.7375,1.0,0,Пожар 
2013-02-20,Кунгур,-19.9,751.0,0.0,0,Пожар 
2013-02-20,Лысьва,-10.425,743.4250000000001,1.125,0,Пожар 
2013-02-20,Ножовка,-9.9125,753.1,0.625,Ливень (ливни).,Пожар 
2013-02-20,Чердынь,-10.9875,745.1,1.25,Облака покрывали более половины неба в течение всего соответствующего периода.,Пожар 
2013-02-21,Лысьва,-11.928571428571429,743.5714285714286,1.4285714285714286,Снег или дождь со снегом.,Пожар 
2013-02-21,Пермь,-11.175,749.1125,1.625,Снег или дождь со снегом.,Пожар 
2013-02-22,Березники,-13.65,742.15,3.375,Снег или дождь со снегом.,Пожар 
2013-02-22,Верещагино,-11.8375,739.9,2.25,Снег или дождь со снегом.,Пожар 
2013-02-22,Оса,-13.3625,753.7875,2.5,Снег или дождь со снегом.,Пожар 
2013-02-22,Пермь,-11.375,745.15,2.875,Снег или дождь со снегом.,Пожар 
2013-02-23,Березники,-12.1,743.6125,4.625,Песчаная или пыльная буря или снежная низовая метель.,Пожар 
2013-02-23,Добрянка,-12.0125,747.5625,3.0,Песчаная или пыльная буря или снежная низовая метель.,Пожар 
2013-02-23,Кудымкар,-11.975,745.2125,4.25,Ливень (ливни).,Пожар 
2013-02-23,Кунгур,-12.5,746.7,5.0,Снег или дождь со снегом.,Пожар 
2013-02-23,Пермь,-11.4125,746.2375,3.125,Песчаная или пыльная буря или снежная низовая метель.,Пожар 
2013-02-24,Добрянка,-11.175,746.9625,2.75,Ливень (ливни).,Пожар 
2013-02-24,Пермь,-10.925,745.9875,3.125,Снег или дождь со снегом.,Пожар 
2013-02-25,Пермь,-6.625,746.8625,2.75,Снег или дождь со снегом.,Пожар 
2013-02-26,Березники,-9.971428571428572,746.6625,4.25,Снег или дождь со снегом.,Пожар 
2013-02-26,Губаха,-11.125,737.5,1.875,Песчаная или пыльная буря или снежная низовая метель.,Пожар 
2013-02-26,Лысьва,-9.9375,744.1375,3.125,0,Пожар 
2013-02-26,Пермь,-8.3375,749.65,3.125,Снег или дождь со снегом.,Пожар 
2013-02-26,Чернушка,-7.1625,754.175,3.75,Песчаная или пыльная буря или снежная низовая метель.,Пожар 
2013-02-27,Березники,-10.15,730.4625,6.25,Снег или дождь со снегом.,Пожар 
2013-02-27,Бисер,-10.5125,703.1375,6.375,Ливень (ливни).,Пожар 
2013-02-27,Верещагино,-8.0625,728.6,7.0,Снег или дождь со снегом.,Пожар 
2013-02-27,Кунгур,-3.9,734.2,7.0,Снег или дождь со снегом.,Пожар 
2013-02-27,Пермь,-8.05,733.1,4.875,Снег или дождь со снегом.,Пожар 
2013-02-28,Березники,-22.425,734.0,1.875,0,Пожар 
2013-02-28,Оханск,-18.0875,735.975,1.875,Снег или дождь со снегом.,Пожар 
2013-02-28,Пермь,-18.3375,735.0375,2.25,Снег или дождь со снегом.,Пожар 
2013-03-01,Верещагино,-18.625,729.7875,0.875,Снег или дождь со снегом.,Пожар 
2013-03-01,Кунгур,-20.7,735.1,1.0,Снег или дождь со снегом.,Пожар 
2013-03-01,Лысьва,-19.15,729.7375,1.125,Снег или дождь со снегом.,Пожар 
2013-03-01,Пермь,-18.65714285714285,735.4857142857143,1.4285714285714286,Снег или дождь со снегом.,Пожар 
2013-03-02,Верещагино,-15.2125,725.5125,3.75,Снег или дождь со снегом.,Пожар 
2013-03-02,Лысьва,-16.6375,725.925,2.0,Снег или дождь со снегом.,Пожар 
2013-03-02,Пермь,-15.35,730.8375,2.625,Снег или дождь со снегом.,Пожар 
2013-03-03,Березники,-18.925,734.8125,2.0,Снег или дождь со снегом.,Пожар 
2013-03-03,Кунгур,-27.5,738.3,0.0,0,Пожар 
2013-03-03,Лысьва,-16.9,730.5,1.5,0,Пожар 
2013-03-03,Оса,-21.925,744.2875,0.875,0,Пожар 
2013-03-03,Оханск,-17.125,737.45,2.125,0,Пожар 
2013-03-03,Пермь,-16.05,736.225,1.625,Снег или дождь со снегом.,Пожар 
2013-03-04,Березники,-23.925,744.9,1.375,0,Пожар 
2013-03-04,Ножовка,-19.6625,749.0375,1.625,0,Пожар 
2013-03-05,Добрянка,-25.9,751.125,1.2857142857142858,0,Пожар 
2013-03-05,Лысьва,-22.4875,743.375,1.125,Облака покрывали половину неба или менее в течение всего соответствующего периода.,Пожар 
2013-03-05,Ножовка,-19.1125,752.025,2.875,0,Пожар 
2013-03-05,Пермь,-23.3875,749.025,1.5,Облака покрывали половину неба или менее в течение всего соответствующего периода.,Пожар 
2013-03-05,Чернушка,-17.8125,748.8875,3.75,0,Пожар 
2013-03-06,Березники,-23.525,747.075,1.125,0,Пожар 
2013-03-06,Добрянка,-23.7,749.2375,1.375,0,Пожар 
2013-03-06,Пермь,-21.475,747.4375,1.875,0,Пожар 
2013-03-07,Березники,-17.8875,733.0875,5.0,Снег или дождь со снегом.,Пожар 
2013-03-07,Добрянка,-17.675,736.275,4.375,Снег или дождь со снегом.,Пожар 
2013-03-07,Лысьва,-18.2375,731.5875,3.875,Снег или дождь со снегом.,Пожар 
2013-03-07,Оса,-19.7,743.7875,3.5,Снег или дождь со снегом.,Пожар 
2013-03-07,Пермь,-16.8875,735.475,4.625,Снег или дождь со снегом.,Пожар 
2013-03-08,Березники,-11.8625,727.7125,3.75,Снег или дождь со снегом.,Пожар 
2013-03-08,Бисер,-12.1625,701.1,4.5,Ливень (ливни).,Пожар 
2013-03-08,Кудымкар,-11.75,728.4,4.875,Снег или дождь со снегом.,Пожар 
2013-03-08,Кунгур,-8.5,732.0,5.0,Снег или дождь со снегом.,Пожар 
2013-03-08,Ножовка,-9.325,736.075,5.0,Ливень (ливни).,Пожар 
2013-03-08,Пермь,-9.325,730.1125,4.25,Ливень (ливни).,Пожар 
2013-03-09,Березники,-17.6375,737.4875,3.375,Снег или дождь со снегом.,Пожар 
2013-03-09,Лысьва,-15.65,733.7875,3.25,Снег или дождь со снегом.,Пожар 
2013-03-09,Пермь,-14.3875,739.8625,2.75,Снег или дождь со снегом.,Пожар 
2013-03-10,Березники,-16.225,745.65,1.5,Снег или дождь со снегом.,Пожар 
2013-03-10,Верещагино,-12.75,740.75,0.75,Снег или дождь со снегом.,Пожар 
2013-03-10,Кудымкар,-15.7125,744.675,0.875,Снег или дождь со снегом.,Пожар 
2013-03-10,Пермь,-11.9875,746.675,2.0,Снег или дождь со снегом.,Пожар 
2013-03-10,Чернушка,-12.9,750.1125000000001,2.875,Песчаная или пыльная буря или снежная низовая метель.,Пожар 
2013-03-11,Березники,-10.4125,737.4625,2.375,Ливень (ливни).,Пожар 
2013-03-11,Верещагино,-10.95,733.675,2.25,Снег или дождь со снегом.,Пожар 
2013-03-11,Добрянка,-10.575,739.9375,2.5,Ливень (ливни).,Пожар 
2013-03-11,Кунгур,-9.9,737.9,3.0,Снег или дождь со снегом.,Пожар 
2013-03-11,Ножовка,-10.775,743.8875,2.5,Снег или дождь со снегом.,Пожар 
2013-03-11,Пермь,-10.3625,738.775,2.875,Снег или дождь со снегом.,Пожар 
2013-03-11,Чердынь,-13.6125,735.2875,2.125,Снег или дождь со снегом.,Пожар 
2013-03-12,Березники,-14.5875,742.9,1.0,0,Пожар 
2013-03-12,Бисер,-15.75,716.15,1.375,Снег или дождь со снегом.,Пожар 
2013-03-12,Добрянка,-14.95,745.0125,1.5,0,Пожар 
2013-03-12,Пермь,-14.4125,743.4125,1.125,Облака покрывали более половины неба в течение всего соответствующего периода.,Пожар 
2013-03-13,Березники,-11.9625,743.0625,0.875,0,Пожар 
2013-03-13,Верещагино,-12.9125,737.825,0.5,0,Пожар 
2013-03-13,Кунгур,-19.0,744.0,1.0,0,Пожар 
2013-03-13,Пермь,-13.4125,742.9250000000001,1.375,Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.,Пожар 
2013-03-14,Березники,-11.7625,745.925,1.25,Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.,Пожар 
2013-03-14,Кунгур,-16.2,746.6,0.0,0,Пожар 
2013-03-14,Пермь,-10.325,745.9,1.5,Облака покрывали более половины неба в течение всего соответствующего периода.,Пожар 
2013-03-14,Чернушка,-8.7875,747.05,2.375,0,Пожар 
2013-03-15,Березники,-7.057142857142858,746.7571428571429,4.142857142857143,Снег или дождь со снегом.,Пожар 
2013-03-15,Добрянка,-6.171428571428572,749.4714285714286,2.7142857142857144,Снег или дождь со снегом.,Пожар 
2013-03-15,Пермь,-5.3125,748.4125,3.5,Снег или дождь со снегом.,Пожар 
2013-03-16,Верещагино,0.4000000000000001,738.0875,6.125,Снег или дождь со снегом.,Пожар 
2013-03-16,Кунгур,-1.8,749.2,7.0,Песчаная или пыльная буря или снежная низовая метель.,Пожар 
2013-03-16,Лысьва,1.1375,740.95,5.25,Дождь.,Пожар 
2013-03-16,Пермь,1.875,744.9375,5.0,Дождь.,Пожар 
2013-03-16,Чернушка,0.8125,750.6375,7.25,Дождь.,Пожар 
2013-03-17,Верещагино,3.5375,738.5625,3.625,Дождь.,Пожар 
2013-03-17,Добрянка,4.957142857142857,745.8285714285714,3.7142857142857135,0,Пожар 
2013-03-17,Коса,1.2857142857142858,741.8285714285714,2.857142857142857,Снег или дождь со снегом.,Пожар 
2013-03-17,Лысьва,4.966666666666667,740.4714285714286,4.333333333333333,0,Пожар 
2013-03-17,Пермь,4.9375,744.75,3.875,0,Пожар 
2013-03-18,Березники,-3.0,748.1375,3.875,Снег или дождь со снегом.,Пожар 
2013-03-18,Пермь,-0.2749999999999999,748.05,2.75,Снег или дождь со снегом.,Пожар 
2013-03-19,Березники,-10.5875,755.2625,5.0,0,Пожар 
2013-03-19,Добрянка,-7.3375,754.725,4.0,0,Пожар 
2013-03-19,Кудымкар,-9.7125,753.0625,7.0,0,Пожар 
2013-03-19,Лысьва,-7.9625,748.1875,3.5,Песчаная или пыльная буря или снежная низовая метель.,Пожар 
2013-03-19,Пермь,-7.3625,751.975,5.375,Снег или дождь со снегом.,Пожар 
2013-03-20,Березники,-11.9,749.0875,3.75,Снег или дождь со снегом.,Пожар 
2013-03-21,Березники,-13.2875,745.4625,3.625,Снег или дождь со снегом.,Пожар 
2013-03-21,Лысьва,-11.6125,740.8375,2.625,Снег или дождь со снегом.,Пожар 
2013-03-22,Пермь,-2.4875,739.025,2.875,Ливень (ливни).,Пожар 
2013-03-24,Березники,-14.7375,752.675,1.5,0,Пожар 
2013-03-24,Пермь,-11.8375,752.375,2.125,Облака покрывали более половины неба в течение всего соответствующего периода.,Пожар 
2013-03-24,Чернушка,-7.375,752.6625,3.75,Снег или дождь со снегом.,Пожар 
2013-03-25,Верещагино,-7.2375,738.875,4.0,Снег или дождь со снегом.,Пожар 
2013-03-25,Лысьва,-6.2,741.3625,3.375,Снег или дождь со снегом.,Пожар 
2013-03-25,Пермь,-5.05,745.0125,3.75,Снег или дождь со снегом.,Пожар 
2013-03-25,Чермоз,-9.7,752.7,4.0,Снег или дождь со снегом.,Пожар 
