Местное время,meteostation,T,Po,Ff,W1,Тип выезда
2015-12-20,Бисер,-21.2625,719.875,1.125,Ливень (ливни).,Пожар 
2015-12-20,Ножовка,-14.6125,748.9875,2.25,Снег или дождь со снегом.,Пожар 
2015-12-20,Пермь,-16.8375,746.25,3.0,Снег или дождь со снегом.,Пожар 
2015-12-21,Пермь,-11.8,742.0625,2.625,Снег или дождь со снегом.,Пожар 
2015-12-21,Чердынь,-18.0375,738.3375000000001,2.0,Снег или дождь со снегом.,Пожар 
2015-12-21,Чернушка,-8.7875,744.9375,3.75,Снег или дождь со снегом.,Пожар 
2015-12-22,Бисер,-9.1625,703.55,2.25,Ливень (ливни).,Пожар 
2015-12-22,Ножовка,-1.2125,733.75,3.0,Снег или дождь со снегом.,Пожар 
2015-12-22,Пермь,-3.7625,729.125,3.375,Снег или дождь со снегом.,Пожар 
2015-12-23,Пермь,0.95,729.825,2.0,Дождь.,Пожар 
2015-12-24,Чердынь,-1.3625,726.3,1.0,Снег или дождь со снегом.,Пожар 
2015-12-26,Кудымкар,-17.5125,737.525,0.375,Снег или дождь со снегом.,Пожар 
2015-12-26,Пермь,-13.0625,739.1375,1.125,Снег или дождь со снегом.,Пожар 
2015-12-27,Пермь,-9.35,733.675,2.75,Снег или дождь со снегом.,Пожар 
2015-12-27,Чернушка,-5.525,735.725,3.125,Снег или дождь со снегом.,Пожар 
2015-12-28,Кудымкар,-12.4,735.65,1.625,Снег или дождь со снегом.,Пожар 
2015-12-28,Ножовка,-7.7125,739.525,1.125,Снег или дождь со снегом.,Пожар 
2015-12-28,Пермь,-10.6375,735.7375,1.5,Снег или дождь со снегом.,Пожар 
2015-12-28,Чердынь,-11.2,734.325,1.0,Снег или дождь со снегом.,Пожар 
2015-12-29,Оханск,-13.3375,745.4625,3.125,Снег или дождь со снегом.,Пожар 
2015-12-29,Пермь,-13.75,744.575,2.0,Снег или дождь со снегом.,Пожар 
2015-12-29,Чернушка,-15.45,746.525,1.75,Снег или дождь со снегом.,Пожар 
2015-12-30,Пермь,-19.35,753.85,1.75,Снег или дождь со снегом.,Пожар 
2015-12-30,Чернушка,-22.5625,755.3375,0.75,Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.,Пожар 
2015-12-31,Кудымкар,-25.7875,760.075,1.25,Снег или дождь со снегом.,Пожар 
2015-12-31,Пермь,-24.9,760.6875,0.375,Снег или дождь со снегом.,Пожар 
2016-01-01,Пермь,-27.9375,764.55,0.875,Снег или дождь со снегом.,Пожар 
2016-01-01,Чернушка,-22.2875,765.15,2.875,0,Пожар 
2016-01-02,Пермь,-21.325,760.775,1.875,Снег или дождь со снегом.,Пожар 
2016-01-03,Бисер,-23.9125,735.4875,7.0,Песчаная или пыльная буря или снежная низовая метель.,Пожар 
2016-01-03,Пермь,-18.6,760.1875,4.375,Песчаная или пыльная буря или снежная низовая метель.,Пожар 
2016-01-04,Пермь,-20.1125,755.675,3.5,Снег или дождь со снегом.,Пожар 
2016-01-05,Кудымкар,-21.5,758.875,2.0,Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.,Пожар 
2016-01-05,Чернушка,-14.375,762.575,3.0,0,Пожар 
2016-01-06,Пермь,-19.1,757.5125,1.75,Снег или дождь со снегом.,Пожар 
2016-01-07,Верещагино,-23.3875,743.3375,1.75,Снег или дождь со снегом.,Пожар 
2016-01-07,Пермь,-25.5,750.6375,1.25,Снег или дождь со снегом.,Пожар 
2016-01-08,Пермь,-17.4625,749.1875,2.125,Снег или дождь со снегом.,Пожар 
2016-01-09,Кудымкар,-9.075,743.8875,1.0,Снег или дождь со снегом.,Пожар 
2016-01-09,Пермь,-6.3125,746.7125,3.0,Снег или дождь со снегом.,Пожар 
2016-01-10,Пермь,-2.8,738.9125,4.0,Снег или дождь со снегом.,Пожар 
2016-01-10,Чернушка,-1.0875,741.1,5.125,Снег или дождь со снегом.,Пожар 
2016-01-11,Пермь,-4.3125,737.6,1.625,Снег или дождь со снегом.,Пожар 
2016-01-12,Пермь,-12.95,742.6625,1.875,Снег или дождь со снегом.,Пожар 
2016-01-13,Верещагино,-19.9375,740.9375,3.5,Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.,Пожар 
2016-01-13,Пермь,-19.4875,749.175,2.625,Снег или дождь со снегом.,Пожар 
2016-01-14,Верещагино,-8.1375,738.55,3.25,Снег или дождь со снегом.,Пожар 
2016-01-14,Пермь,-7.3,746.3625,3.125,Снег или дождь со снегом.,Пожар 
2016-01-15,Пермь,-5.625,745.275,2.5,Снег или дождь со снегом.,Пожар 
2016-01-15,Чердынь,-7.871428571428572,743.3375,3.0,Снег или дождь со снегом.,Пожар 
2016-01-15,Чернушка,-3.5125,746.8625,2.625,Снег или дождь со снегом.,Пожар 
2016-01-16,Верещагино,-11.475,741.875,2.625,Снег или дождь со снегом.,Пожар 
2016-01-16,Кудымкар,-11.0125,746.8875,1.75,Снег или дождь со снегом.,Пожар 
2016-01-16,Пермь,-11.325,748.9,1.875,Снег или дождь со снегом.,Пожар 
2016-01-17,Ножовка,-21.375,759.975,1.0,0,Пожар 
2016-01-17,Пермь,-17.8875,756.3625,1.625,Снег или дождь со снегом.,Пожар 
2016-01-18,Пермь,-11.0,752.8375,4.75,Снег или дождь со снегом.,Пожар 
2016-01-19,Бисер,-16.2125,726.3,3.0,Снег или дождь со снегом.,Пожар 
2016-01-19,Пермь,-4.7375,749.9625,3.875,Снег или дождь со снегом.,Пожар 
2016-01-20,Кудымкар,-3.75,740.9875,2.75,Снег или дождь со снегом.,Пожар 
2016-01-20,Пермь,-3.375,744.1125,5.375,Снег или дождь со снегом.,Пожар 
2016-01-20,Чердынь,-5.4,741.05,5.0,Песчаная или пыльная буря или снежная низовая метель.,Пожар 
2016-01-21,Пермь,-5.8125,743.9375,5.25,Ливень (ливни).,Пожар 
2016-01-22,Оханск,-11.65,758.625,3.875,Снег или дождь со снегом.,Пожар 
2016-01-23,Бисер,-14.9125,737.3125,2.75,0,Пожар 
2016-01-23,Ножовка,-8.75,764.8875,3.375,Снег или дождь со снегом.,Пожар 
2016-01-23,Пермь,-11.4,762.8,3.875,Снег или дождь со снегом.,Пожар 
2016-01-23,Чернушка,-9.3375,764.25,2.375,Облака покрывали более половины неба в течение всего соответствующего периода.,Пожар 
2016-01-24,Ножовка,-8.2,757.85,1.625,0,Пожар 
2016-01-24,Пермь,-9.9875,754.8875,2.75,Снег или дождь со снегом.,Пожар 
2016-01-25,Кудымкар,-13.775,751.025,0.875,Снег или дождь со снегом.,Пожар 
2016-01-25,Пермь,-12.975,752.075,1.125,Снег или дождь со снегом.,Пожар 
2016-01-25,Чернушка,-11.5625,753.5125,2.25,Снег или дождь со снегом.,Пожар 
2016-01-26,Пермь,-16.65,750.5625,1.375,Снег или дождь со снегом.,Пожар 
2016-01-27,Верещагино,-22.6375,743.475,1.25,Снег или дождь со снегом.,Пожар 
2016-01-27,Кудымкар,-26.7,748.9,0.375,Снег или дождь со снегом.,Пожар 
2016-01-27,Пермь,-20.4,750.1,1.0,Снег или дождь со снегом.,Пожар 
2016-01-28,Верещагино,-20.9375,743.575,2.0,Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.,Пожар 
2016-01-28,Пермь,-23.6125,751.1125,0.75,Облака покрывали половину неба или менее в течение всего соответствующего периода.,Пожар 
2016-01-29,Кудымкар,-17.575,743.0,2.75,Снег или дождь со снегом.,Пожар 
2016-01-29,Пермь,-18.5,747.1,3.0,Снег или дождь со снегом.,Пожар 
2016-01-30,Бисер,-12.35,716.9,2.75,Ливень (ливни).,Пожар 
2016-01-30,Верещагино,-10.075,734.325,4.0,Снег или дождь со снегом.,Пожар 
2016-01-31,Пермь,-4.95,743.9125,3.75,Снег или дождь со снегом.,Пожар 
2016-02-01,Кудымкар,-1.9,736.625,4.125,Снег или дождь со снегом.,Пожар 
2016-02-02,Пермь,0.3874999999999999,742.8375,3.625,Снег или дождь со снегом.,Пожар 
2016-02-03,Пермь,-0.5375,737.65,3.875,Снег или дождь со снегом.,Пожар 
2016-02-04,Пермь,-1.725,733.975,1.625,Снег или дождь со снегом.,Пожар 
2016-02-05,Пермь,-1.0,736.7125,2.875,Ливень (ливни).,Пожар 
2016-02-06,Пермь,-4.3125,742.9375,2.375,Снег или дождь со снегом.,Пожар 
2016-02-07,Пермь,-4.3875,745.575,2.375,Снег или дождь со снегом.,Пожар 
2016-02-07,Чернушка,-8.5875,748.8625,1.5,Облака покрывали более половины неба в течение всего соответствующего периода.,Пожар 
2016-02-08,Пермь,-8.0375,749.8375,1.75,Снег или дождь со снегом.,Пожар 
2016-02-09,Пермь,-7.225,751.3625,3.0,Снег или дождь со снегом.,Пожар 
2016-02-10,Пермь,-4.7125,752.05,3.375,Снег или дождь со снегом.,Пожар 
2016-02-11,Верещагино,-3.1,750.2125,3.75,Снег или дождь со снегом.,Пожар 
2016-02-11,Пермь,-2.875,757.025,3.0,Снег или дождь со снегом.,Пожар 
2016-02-12,Верещагино,-4.9125,754.1625,2.5,0,Пожар 
2016-02-13,Бисер,-7.425,732.5375,1.375,0,Пожар 
2016-02-13,Пермь,-7.2625,759.975,0.375,Облака покрывали половину неба или менее в течение всего соответствующего периода.,Пожар 
2016-02-13,Чердынь,-7.9875,756.6125,2.25,Облака покрывали половину неба или менее в течение всего соответствующего периода.,Пожар 
2016-02-14,Кудымкар,-11.125,756.0125,1.25,0,Пожар 
2016-02-14,Пермь,-8.175,758.3375,2.125,Облака покрывали половину неба или менее в течение всего соответствующего периода.,Пожар 
2016-02-15,Кудымкар,-6.7625,756.8875,2.0,Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.,Пожар 
2016-02-15,Пермь,-6.7125,759.5875,2.25,0,Пожар 
2016-02-16,Ножовка,-6.15,760.4375,2.125,Снег или дождь со снегом.,Пожар 
2016-02-16,Пермь,-7.2875,756.35,2.875,Снег или дождь со снегом.,Пожар 
2016-02-17,Бисер,-4.557142857142857,722.2125,3.142857142857143,Ливень (ливни).,Пожар 
2016-02-17,Пермь,-3.25,747.075,4.5,Снег или дождь со снегом.,Пожар 
2016-02-17,Чернушка,-3.6875,750.4625,6.25,Снег или дождь со снегом.,Пожар 
2016-02-18,Верещагино,-2.9375,745.55,1.5,Снег или дождь со снегом.,Пожар 
2016-02-18,Пермь,-2.45,752.175,1.25,Снег или дождь со снегом.,Пожар 
2016-02-18,Чернушка,-3.0625,753.8125,1.875,Ливень (ливни).,Пожар 
2016-02-19,Кудымкар,-2.65,759.85,0.75,Снег или дождь со снегом.,Пожар 
2016-02-19,Ножовка,-6.55,764.575,1.625,0,Пожар 
2016-02-19,Пермь,-6.025,761.0625,0.75,0,Пожар 
2016-02-20,Пермь,-3.75,761.05,0.75,Снег или дождь со снегом.,Пожар 
2016-02-21,Пермь,-6.85,754.9875,0.625,Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.,Пожар 
2016-02-21,Чернушка,-5.0,756.0875,2.375,0,Пожар 
2016-02-22,Кудымкар,-6.35,748.0,2.875,Снег или дождь со снегом.,Пожар 
2016-02-22,Ножовка,-4.4375,755.1375,3.0,Ливень (ливни).,Пожар 
2016-02-22,Пермь,-4.3625,751.5875,4.875,Ливень (ливни).,Пожар 
2016-02-23,Пермь,-3.225,742.625,5.0,Снег или дождь со снегом.,Пожар 
2016-02-24,Кудымкар,0.0374999999999999,741.1375,2.125,Песчаная или пыльная буря или снежная низовая метель.,Пожар 
2016-02-24,Пермь,0.5375,744.2,3.25,Снег или дождь со снегом.,Пожар 
2016-02-24,Чернушка,0.5499999999999999,748.4125,6.0,Снег или дождь со снегом.,Пожар 
2016-02-25,Верещагино,0.4428571428571429,735.1428571428571,3.0,Снег или дождь со снегом.,Пожар 
2016-02-25,Пермь,1.2571428571428571,742.0857142857142,2.0,Снег или дождь со снегом.,Пожар 
2016-02-26,Кудымкар,0.475,733.625,2.5,Снег или дождь со снегом.,Пожар 
2016-02-26,Пермь,1.0625,736.45,2.75,Снег или дождь со снегом.,Пожар 
2016-02-27,Пермь,-0.1875,748.525,3.75,Снег или дождь со снегом.,Пожар 
2016-02-28,Пермь,-0.95,751.1625,3.5,Ливень (ливни).,Пожар 
2016-02-29,Бисер,-5.575,726.725,3.125,Ливень (ливни).,Пожар 
2016-02-29,Пермь,-3.2375,754.6625,1.75,0,Пожар 
2016-03-01,Верещагино,-3.8,743.1125,3.75,Снег или дождь со снегом.,Пожар 
2016-03-01,Ножовка,-4.0,754.65,2.5,Снег или дождь со снегом.,Пожар 
2016-03-01,Пермь,-3.775,749.1,3.125,Снег или дождь со снегом.,Пожар 
2016-03-02,Пермь,-4.2125,755.65,1.875,Снег или дождь со снегом.,Пожар 
2016-03-02,Чердынь,-7.25,750.7,2.875,Ливень (ливни).,Пожар 
2016-03-03,Пермь,-3.4875,750.775,2.375,Снег или дождь со снегом.,Пожар 
2016-03-04,Верещагино,-2.05,745.6125,2.5,Облака покрывали более половины неба в течение всего соответствующего периода.,Пожар 
2016-03-04,Кудымкар,-3.0875,751.6,1.5,Облака покрывали более половины неба в течение всего соответствующего периода.,Пожар 
2016-03-04,Оханск,-1.425,752.5625,2.375,Снег или дождь со снегом.,Пожар 
2016-03-04,Пермь,-2.2875,752.425,2.125,Снег или дождь со снегом.,Пожар 
2016-03-05,Пермь,-4.4875,753.5375,4.75,Снег или дождь со снегом.,Пожар 
2016-03-06,Верещагино,-5.375,744.75,4.875,Снег или дождь со снегом.,Пожар 
2016-03-06,Пермь,-4.7250000000000005,752.4125,5.125,Снег или дождь со снегом.,Пожар 
2016-03-07,Верещагино,-4.8,748.1375,3.125,Снег или дождь со снегом.,Пожар 
2016-03-07,Пермь,-4.3125,755.425,3.125,Снег или дождь со снегом.,Пожар 
2016-03-07,Чернушка,-1.7374999999999998,756.975,1.625,0,Пожар 
2016-03-08,Верещагино,-2.0375,751.9,2.25,Снег или дождь со снегом.,Пожар 
2016-03-08,Пермь,-1.9625,758.8375,1.25,0,Пожар 
2016-03-09,Кудымкар,-0.8,757.925,1.25,0,Пожар 
2016-03-09,Пермь,-2.5375,759.325,1.0,0,Пожар 
2016-03-09,Чернушка,-2.5,760.4625,2.5,0,Пожар 
2016-03-10,Пермь,-2.425,757.2,0.75,Облака покрывали половину неба или менее в течение всего соответствующего периода.,Пожар 
2016-03-11,Бисер,-2.925,724.9125,0.75,0,Пожар 
2016-03-11,Пермь,-2.575,751.7375,0.375,Облака покрывали половину неба или менее в течение всего соответствующего периода.,Пожар 
2016-03-11,Чернушка,-3.5625,753.9,1.625,0,Пожар 
2016-03-12,Пермь,-2.4125,744.5625,1.875,Ливень (ливни).,Пожар 
2016-03-13,Пермь,-2.225,742.6875,2.125,Ливень (ливни).,Пожар 
2016-03-14,Бисер,-12.6375,719.1375,3.625,Снег или дождь со снегом.,Пожар 
2016-03-14,Верещагино,-7.475,740.4625,3.0,Снег или дождь со снегом.,Пожар 
2016-03-14,Ножовка,-6.3625,750.175,1.875,Ливень (ливни).,Пожар 
2016-03-14,Оханск,-6.2625,747.1625,2.625,Ливень (ливни).,Пожар 
2016-03-14,Пермь,-7.2375,746.4625,1.875,Снег или дождь со снегом.,Пожар 
2016-03-14,Чердынь,-10.675,745.5375,2.75,Снег или дождь со снегом.,Пожар 
2016-03-15,Верещагино,-10.1875,743.325,1.5,0,Пожар 
2016-03-15,Кудымкар,-11.2375,748.3375,1.375,0,Пожар 
2016-03-15,Пермь,-11.5125,749.7625,0.75,0,Пожар 
2016-03-16,Верещагино,-7.325,723.8125,4.0,Снег или дождь со снегом.,Пожар 
2016-03-16,Пермь,-7.65,730.3,3.0,Ливень (ливни).,Пожар 
2016-03-17,Пермь,-3.5375,720.9625,2.875,Снег или дождь со снегом.,Пожар 
2016-03-18,Пермь,-4.5875,721.0125,2.625,Ливень (ливни).,Пожар 
2016-03-18,Чернушка,-4.325,724.9375,3.875,Ливень (ливни).,Пожар 
2016-03-19,Верещагино,-7.7375,716.525,1.5,0,Пожар 
2016-03-19,Кудымкар,-9.05,721.65,1.25,Снег или дождь со снегом.,Пожар 
2016-03-19,Оханск,-6.9,723.3,2.25,Снег или дождь со снегом.,Пожар 
2016-03-19,Пермь,-7.2125,722.4875,2.0,Снег или дождь со снегом.,Пожар 
2016-03-20,Верещагино,-9.6125,726.0375,3.875,Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.,Пожар 
2016-03-20,Ножовка,-8.2,737.85,4.25,Ливень (ливни).,Пожар 
2016-03-20,Пермь,-8.25,732.4,3.125,Снег или дождь со снегом.,Пожар 
2016-03-21,Пермь,-8.0625,740.2875,2.5,0,Пожар 
2016-03-21,Чернушка,-12.7125,744.1,1.875,Снег или дождь со снегом.,Пожар 
2016-03-22,Верещагино,-8.1625,736.0875,3.125,Ливень (ливни).,Пожар 
2016-03-23,Кудымкар,-7.6875,745.425,1.5,Снег или дождь со снегом.,Пожар 
2016-03-23,Пермь,-6.45,747.5,3.0,Снег или дождь со снегом.,Пожар 
2016-03-24,Кудымкар,-2.55,743.4875,1.75,Снег или дождь со снегом.,Пожар 
2016-03-24,Пермь,0.8875,745.725,3.5,Снег или дождь со снегом.,Пожар 
2016-03-25,Верещагино,-0.4625,739.2625,2.25,Снег или дождь со снегом.,Пожар 
2016-03-25,Пермь,0.975,745.8625,1.5,Снег или дождь со снегом.,Пожар 
2016-03-26,Верещагино,-1.025,740.975,2.25,Снег или дождь со снегом.,Пожар 
2016-03-26,Ножовка,1.225,750.825,1.5,Дождь.,Пожар 
2016-03-26,Пермь,0.7,747.725,1.375,Снег или дождь со снегом.,Пожар 
2016-03-27,Кудымкар,0.3375,743.3875,2.625,Снег или дождь со снегом.,Пожар 
2016-03-27,Пермь,2.425,743.475,1.375,Дождь.,Пожар 
2016-03-28,Пермь,3.1875,742.1125,1.625,Дождь.,Пожар 
2016-03-29,Пермь,3.2125,750.0,1.5,0,Пожар 
2016-03-30,Верещагино,2.0125,745.7,1.625,Туман или ледяной туман или сильная мгла.,Пожар 
2016-03-30,Пермь,2.4875,752.075,0.75,Туман или ледяной туман или сильная мгла.,Пожар 
2016-04-01,Пермь,3.925,742.6875,1.5,0,Пожар 
2016-04-02,Пермь,2.375,738.275,1.625,Ливень (ливни).,Пожар 
2016-04-03,Бисер,0.5875,713.7375,2.5,Ливень (ливни).,Пожар 
2016-04-03,Кудымкар,1.8875,735.0875,2.375,Дождь.,Пожар 
2016-04-03,Пермь,3.1375,737.4875,3.875,Дождь.,Пожар 
2016-04-04,Пермь,3.3875,741.2625,4.25,Дождь.,Пожар 
2016-04-04,Чердынь,2.9375,738.0625,3.5,Ливень (ливни).,Пожар 
2016-04-05,Пермь,2.1625,740.075,1.25,Ливень (ливни).,Пожар 
2016-04-06,Пермь,2.1875,736.5125,2.5,Дождь.,Пожар 
2016-04-06,Чернушка,1.075,739.9,3.375,Снег или дождь со снегом.,Пожар 
2016-04-07,Пермь,1.85,738.8875,1.125,Снег или дождь со снегом.,Пожар 
2016-04-08,Пермь,3.1,746.025,1.375,Дождь.,Пожар 
2016-04-09,Пермь,4.55,747.875,2.75,Дождь.,Пожар 
2016-04-10,Пермь,6.075,743.2,2.5,Дождь.,Пожар 
2016-04-11,Пермь,4.15,745.575,1.5,Дождь.,Пожар 
2016-04-12,Пермь,2.425,749.0,1.25,0,Пожар 
2016-04-13,Верещагино,4.65,742.05,2.0,0,Пожар 
2016-04-13,Пермь,4.3,748.6,1.5,0,Пожар 
2016-04-14,Ножовка,9.3125,749.0625,1.5,Дождь.,Пожар 
2016-04-14,Пермь,10.3625,745.6625,1.875,Ливень (ливни).,Пожар 
2016-04-14,Чернушка,10.0125,748.2875,2.375,Ливень (ливни).,Пожар 
2016-04-15,Пермь,11.4,741.5875,3.25,Ливень (ливни).,Пожар 
2016-04-16,Пермь,12.75,742.3,2.375,Ливень (ливни).,Пожар 
2016-04-17,Кудымкар,12.125,740.375,2.125,Ливень (ливни).,Пожар 
2016-04-17,Чердынь,10.125,738.35,3.75,Дождь.,Пожар 
2016-04-18,Пермь,7.2125,743.0,2.25,Дождь.,Пожар 
2016-04-19,Пермь,5.3375,741.8625,1.875,Дождь.,Пожар 
2016-04-19,Чернушка,9.95,742.3,2.625,Ливень (ливни).,Пожар 
2016-04-21,Пермь,9.325,739.5875,2.125,Дождь.,Пожар 
2016-04-22,Верещагино,8.45,731.3625,4.625,Дождь.,Пожар 
2016-04-22,Пермь,8.6125,738.8125,3.75,Ливень (ливни).,Пожар 
2016-04-23,Пермь,6.45,740.35,1.875,Облака покрывали более половины неба в течение всего соответствующего периода.,Пожар 
2016-04-24,Пермь,5.325,741.5375,2.625,Ливень (ливни).,Пожар 
2016-04-25,Оханск,6.125,754.6750000000001,1.75,0,Пожар 
2016-04-25,Пермь,6.75,753.5125,1.875,0,Пожар 
2016-04-25,Чернушка,6.9625,756.4875,1.75,0,Пожар 
2016-04-26,Верещагино,8.9375,750.05,2.625,0,Пожар 
2016-04-26,Пермь,7.375,755.9875,1.875,0,Пожар 
2016-04-27,Бисер,3.025,728.8874999999999,3.125,0,Пожар 
2016-04-27,Пермь,6.3375,755.0,2.125,0,Пожар 
2016-04-27,Чернушка,7.4625,755.4125,3.75,0,Пожар 
2016-04-28,Пермь,6.2875000000000005,756.3125,2.875,0,Пожар 
2016-04-28,Чердынь,6.075,755.325,3.125,0,Пожар 
2016-04-29,Пермь,6.075,759.5125,1.375,0,Пожар 
2016-04-30,Кудымкар,8.1875,754.2875,1.5,0,Пожар 
2016-04-30,Пермь,8.5,755.8125,1.375,0,Пожар 
2016-05-01,Верещагино,11.2125,744.3625,3.375,0,Пожар 
2016-05-01,Пермь,9.6875,750.4,2.375,0,Пожар 
2016-05-01,Чернушка,10.8125,751.9125,2.0,0,Пожар 
2016-05-02,Верещагино,6.725,747.15,4.125,0,Пожар 
2016-05-02,Кудымкар,6.25,753.4125,2.75,0,Пожар 
2016-05-02,Пермь,7.0875,753.9125,3.375,0,Пожар 
2016-05-03,Верещагино,9.4625,745.325,2.375,Ливень (ливни).,Пожар 
2016-05-03,Пермь,10.55,751.9,2.125,0,Пожар 
2016-05-04,Верещагино,9.8625,741.2125,2.0,Дождь.,Пожар 
2016-05-04,Пермь,12.7625,747.1375,1.375,Ливень (ливни).,Пожар 
2016-05-07,Кудымкар,8.75,747.675,2.75,0,Пожар 
2016-05-07,Пермь,9.275,748.125,2.625,0,Пожар 
2016-05-08,Бисер,1.6749999999999998,725.65,2.5,0,Пожар 
2016-05-08,Кудымкар,6.425,750.6375,1.75,0,Пожар 
2016-05-08,Ножовка,7.775,754.3625,2.875,Дождь.,Пожар 
2016-05-08,Пермь,6.1125,751.6,2.125,0,Пожар 
2016-05-09,Кудымкар,9.2625,745.9125,3.625,Ливень (ливни).,Пожар 
2016-05-09,Ножовка,7.837499999999999,753.6,2.75,Ливень (ливни).,Пожар 
2016-05-09,Пермь,8.7375,748.8875,2.875,Ливень (ливни).,Пожар 
2016-05-09,Чернушка,8.2875,752.5875,2.25,0,Пожар 
2016-05-10,Кудымкар,7.075,741.3,5.125,Ливень (ливни).,Пожар 
2016-05-10,Ножовка,11.775,746.9875,2.125,Ливень (ливни).,Пожар 
2016-05-10,Пермь,9.225,742.0,3.25,Ливень (ливни).,Пожар 
2016-05-11,Ножовка,10.125,750.8,3.0,0,Пожар 
2016-05-11,Пермь,8.7375,746.2,2.875,0,Пожар 
2016-05-12,Пермь,15.0875,737.9125,4.0,Гроза (грозы) с осадками или без них.,Пожар 
2016-05-13,Пермь,6.775,741.5375,3.5,Ливень (ливни).,Пожар 
2016-05-14,Пермь,6.2375,747.4,3.125,0,Пожар 
2016-05-15,Пермь,7.899999999999999,750.1875,2.5,0,Пожар 
2016-05-16,Бисер,7.875,724.9875,1.375,0,Пожар 
2016-05-16,Верещагино,10.625,744.025,1.875,0,Пожар 
2016-05-16,Пермь,10.15,750.6,1.75,0,Пожар 
2016-05-17,Пермь,12.7125,750.95,1.625,0,Пожар 
2016-05-18,Верещагино,15.95,745.9125,2.375,0,Пожар 
2016-05-18,Кудымкар,15.4875,750.15,1.625,0,Пожар 
2016-05-18,Оханск,14.7,752.9375,1.875,0,Пожар 
2016-05-18,Пермь,15.7,752.175,1.25,0,Пожар 
2016-05-18,Чернушка,12.625,755.0125,2.0,0,Пожар 
2016-05-19,Верещагино,16.625,746.75,2.0,0,Пожар 
2016-05-19,Кудымкар,15.7,751.35,1.75,0,Пожар 
2016-05-19,Оханск,15.3,753.725,1.75,0,Пожар 
2016-05-19,Пермь,15.45,753.2375,2.125,0,Пожар 
2016-05-19,Чернушка,13.2,755.6875,2.75,0,Пожар 
2016-05-20,Кудымкар,17.475,750.225,1.5,0,Пожар 
2016-05-20,Пермь,17.6625,752.05,2.0,0,Пожар 
2016-05-20,Чернушка,17.725,754.0875,2.25,0,Пожар 
2016-05-21,Бисер,17.2625,726.6,2.0,0,Пожар 
2016-05-21,Пермь,20.025,750.2,2.0,0,Пожар 
2016-05-22,Пермь,18.8125,747.175,3.5,Ливень (ливни).,Пожар 
2016-05-23,Верещагино,16.9625,741.95,2.5,Гроза (грозы) с осадками или без них.,Пожар 
2016-05-23,Кудымкар,17.825,746.4625,1.625,0,Пожар 
2016-05-23,Пермь,18.35,748.3625,2.125,0,Пожар 
2016-05-24,Кудымкар,18.35,748.5375,1.0,0,Пожар 
2016-05-24,Пермь,19.8375,749.8,1.125,Гроза (грозы) с осадками или без них.,Пожар 
2016-05-24,Чернушка,19.675,751.5625,1.25,Гроза (грозы) с осадками или без них.,Пожар 
2016-05-25,Бисер,16.55,723.05,1.5,Гроза (грозы) с осадками или без них.,Пожар 
2016-05-25,Верещагино,21.0375,741.925,1.5,0,Пожар 
2016-05-25,Пермь,19.95,747.8125,0.75,0,Пожар 
2016-05-25,Чернушка,19.875,749.8625,1.375,0,Пожар 
2016-05-26,Пермь,20.7875,746.7624999999999,0.875,Гроза (грозы) с осадками или без них.,Пожар 
2016-05-27,Пермь,22.7125,746.875,1.375,0,Пожар 
2016-05-28,Оханск,17.7875,749.275,2.875,Гроза (грозы) с осадками или без них.,Пожар 
2016-05-28,Пермь,16.5625,748.6875,2.625,Ливень (ливни).,Пожар 
2016-05-28,Чердынь,11.825,747.9,2.75,Ливень (ливни).,Пожар 
2016-05-28,Чернушка,20.1375,749.675,2.5,Ливень (ливни).,Пожар 
2016-05-29,Бисер,12.95,722.1875,3.375,0,Пожар 
2016-05-29,Верещагино,15.025,743.325,2.5,0,Пожар 
2016-05-29,Ножовка,16.675,752.6375,2.375,0,Пожар 
2016-05-29,Пермь,15.0875,748.7875,1.375,0,Пожар 
2016-05-29,Чернушка,17.4375,750.6625,2.25,0,Пожар 
2016-05-30,Верещагино,11.0,740.3625,4.25,0,Пожар 
2016-05-30,Пермь,11.6875,745.5,3.875,0,Пожар 
2016-05-31,Пермь,5.4,750.6625,2.875,Ливень (ливни).,Пожар 
2016-05-31,Чернушка,7.25,752.125,3.0,0,Пожар 
2016-06-01,Пермь,7.387499999999999,751.4,2.25,0,Пожар 
2016-06-02,Верещагино,13.45,742.475,1.625,0,Пожар 
2016-06-02,Пермь,11.6875,748.55,1.625,Облака покрывали половину неба или менее в течение всего соответствующего периода.,Пожар 
2016-06-03,Оханск,14.675,743.675,1.5,0,Пожар 
2016-06-03,Пермь,14.7875,742.875,1.375,0,Пожар 
2016-06-03,Чердынь,10.95,738.9875,2.0,Дождь.,Пожар 
2016-06-04,Пермь,15.05,738.8625,1.25,Туман или ледяной туман или сильная мгла.,Пожар 
2016-06-05,Пермь,16.4,736.25,2.375,Гроза (грозы) с осадками или без них.,Пожар 
